Ca_mV,N_mV,temp,K,K_mV,EC,N,time,pH,Ca,
-247.0,296.0,0.0,585.42,414.0,138.0,323.11,2015-04-02 12:30:09.250000,323.74,248.16,
-248.0,296.0,0.0,585.42,414.0,138.0,323.11,2015-04-02 12:30:10.255000,322.0,246.95,
-248.0,296.0,0.0,585.42,414.0,138.0,323.11,2015-04-02 12:30:11.260000,323.74,246.84,
-248.0,296.0,0.0,585.84,414.0,138.0,323.11,2015-04-02 12:30:12.266000,323.74,246.84,
-248.0,296.0,0.0,585.84,414.0,137.84,323.11,2015-04-02 12:30:13.271000,322.0,246.95,
-248.0,297.0,0.0,585.84,414.0,137.16,324.11,2015-04-02 12:30:14.308000,322.0,246.95,
-248.0,297.0,0.0,585.84,414.0,137.16,324.11,2015-04-02 12:30:15.314000,319.0,246.68,
-248.0,297.0,0.0,585.84,414.0,137.16,324.11,2015-04-02 12:30:16.319000,319.0,246.68,
-248.0,295.0,0.0,584.68,413.0,137.68,322.11,2015-04-02 12:30:17.325000,319.0,246.68,
-248.0,295.0,0.0,584.68,413.0,137.68,322.11,2015-04-02 12:30:18.330000,319.47,246.68,
-248.0,295.0,0.0,584.58,413.0,137.68,322.11,2015-04-02 12:30:19.335000,319.47,246.68,
-249.0,295.0,0.0,584.58,413.0,140.0,322.11,2015-04-02 12:30:20.378000,319.47,246.53,
-248.0,295.0,0.0,584.58,413.0,138.05,322.11,2015-04-02 12:30:21.384000,319.47,246.84,
-248.0,296.0,0.0,586.16,415.0,136.16,323.11,2015-04-02 12:30:22.388000,319.47,246.84,
-248.0,296.0,0.0,586.16,415.0,136.53,323.11,2015-04-02 12:30:23.393000,321.53,246.95,
-248.0,294.0,0.0,586.16,415.0,136.53,320.95,2015-04-02 12:30:24.399000,321.53,246.95,
-248.0,295.0,0.0,586.16,415.0,136.53,321.21,2015-04-02 12:30:25.404000,322.0,246.95,
-248.0,296.0,0.0,586.16,415.0,136.53,323.11,2015-04-02 12:30:26.451000,322.0,246.95,
-248.0,295.0,0.0,586.47,415.0,136.89,321.74,2015-04-02 12:30:27.456000,322.0,247.05,
-248.0,295.0,0.0,586.47,415.0,136.89,321.74,2015-04-02 12:30:28.461000,322.0,246.79,
-248.0,297.0,0.0,586.47,415.0,136.89,323.21,2015-04-02 12:30:29.467000,322.0,247.05,
-248.0,297.0,0.0,586.47,415.0,136.89,323.21,2015-04-02 12:30:30.472000,320.79,247.05,
-248.0,295.0,0.0,586.47,415.0,136.89,321.74,2015-04-02 12:30:31.477000,319.63,246.84,
-248.0,298.0,0.0,588.32,417.0,136.26,324.42,2015-04-02 12:30:32.501000,319.63,246.84,
-248.0,296.0,0.0,588.32,417.0,136.26,322.37,2015-04-02 12:30:33.506000,319.63,247.16,
-248.0,296.0,0.0,588.32,417.0,136.26,322.37,2015-04-02 12:30:34.512000,319.63,247.16,
-248.0,298.0,0.0,586.47,415.0,136.26,324.42,2015-04-02 12:30:35.518000,319.63,247.16,
-248.0,298.0,0.0,586.47,415.0,136.26,324.42,2015-04-02 12:30:36.523000,322.42,247.16,
-248.0,297.0,0.0,586.47,415.0,136.84,323.42,2015-04-02 12:30:37.528000,322.42,247.26,
-248.0,298.0,0.0,586.47,415.0,136.84,324.58,2015-04-02 12:30:38.557000,322.63,246.89,
-248.0,297.0,0.0,586.47,415.0,137.05,323.42,2015-04-02 12:30:39.562000,322.63,246.63,
-248.0,297.0,0.0,587.26,416.0,137.05,323.42,2015-04-02 12:30:40.568000,322.63,246.63,
-248.0,297.0,0.0,587.26,416.0,137.05,323.42,2015-04-02 12:30:41.573000,322.63,246.79,
-248.0,297.0,0.0,587.0,415.0,137.89,323.42,2015-04-02 12:30:42.577000,322.63,246.79,
-248.0,297.0,0.0,587.0,415.0,137.89,323.42,2015-04-02 12:30:43.583000,322.68,246.79,
-248.0,298.0,0.0,587.0,415.0,137.89,325.21,2015-04-02 12:30:44.649000,322.68,247.05,
-248.0,298.0,0.0,586.42,415.0,137.53,325.21,2015-04-02 12:30:45.657000,322.68,247.05,
-248.0,298.0,0.0,586.42,415.0,137.53,325.21,2015-04-02 12:30:46.663000,322.68,247.05,
-248.0,297.0,0.0,586.42,415.0,137.53,324.11,2015-04-02 12:30:47.668000,322.68,247.05,
-248.0,294.0,0.0,587.63,416.0,139.21,321.0,2015-04-02 12:30:48.673000,325.0,247.0,
-249.0,294.0,0.0,587.63,416.0,139.21,321.0,2015-04-02 12:30:49.678000,325.0,246.58,
-249.0,294.0,0.0,587.89,416.0,139.21,321.0,2015-04-02 12:30:50.727000,325.0,246.58,
-249.0,295.0,0.0,587.89,416.0,140.11,321.63,2015-04-02 12:30:51.733000,322.74,246.58,
-249.0,295.0,0.0,587.89,416.0,137.37,322.16,2015-04-02 12:30:52.739000,322.47,246.58,
-248.0,295.0,0.0,587.74,416.0,137.37,322.16,2015-04-02 12:30:53.744000,322.47,247.05,
-248.0,295.0,0.0,587.74,416.0,138.89,322.16,2015-04-02 12:30:54.749000,322.74,247.05,
-248.0,295.0,0.0,585.26,414.0,138.89,322.16,2015-04-02 12:30:55.754000,322.74,247.05,
-248.0,295.0,0.0,585.26,414.0,138.11,322.0,2015-04-02 12:30:56.795000,322.47,246.84,
-248.0,294.0,0.0,585.26,414.0,138.42,320.95,2015-04-02 12:30:57.800000,322.32,246.84,
-248.0,294.0,0.0,585.95,414.0,138.11,320.95,2015-04-02 12:30:58.806000,322.32,246.84,
-247.0,294.0,0.0,585.95,414.0,137.74,320.95,2015-04-02 12:30:59.811000,319.95,247.89,
-247.0,297.0,0.0,585.95,414.0,137.74,323.26,2015-04-02 12:31:00.816000,321.42,248.58,
-247.0,297.0,0.0,585.95,414.0,137.74,323.26,2015-04-02 12:31:01.821000,321.42,248.58,
-247.0,297.0,0.0,585.95,414.0,137.74,323.26,2015-04-02 12:31:02.857000,321.42,248.58,
-247.0,294.0,0.0,587.79,416.0,137.42,320.21,2015-04-02 12:31:03.874000,321.42,248.37,
-248.0,294.0,0.0,587.79,416.0,137.42,320.21,2015-04-02 12:31:04.888000,321.95,247.63,
-248.0,294.0,0.0,587.79,416.0,139.42,320.21,2015-04-02 12:31:05.894000,322.05,247.21,
-248.0,295.0,0.0,584.84,413.0,139.0,322.16,2015-04-02 12:31:06.898000,322.16,247.21,
-248.0,295.0,0.0,584.84,413.0,139.0,322.16,2015-04-02 12:31:07.904000,323.74,247.21,
-249.0,295.0,0.0,584.84,413.0,141.26,322.16,2015-04-02 12:31:08.943000,326.53,246.16,
-249.0,295.0,0.0,587.68,416.0,141.26,322.16,2015-04-02 12:31:09.947000,326.53,246.16,
-248.0,295.0,0.0,587.68,416.0,139.0,322.16,2015-04-02 12:31:10.952000,322.16,246.84,
-248.0,295.0,0.0,588.05,416.0,136.11,322.16,2015-04-02 12:31:11.958000,322.16,246.84,
-249.0,295.0,0.0,587.68,416.0,136.11,322.16,2015-04-02 12:31:12.963000,322.11,246.42,
-248.0,295.0,0.0,587.68,416.0,136.11,322.0,2015-04-02 12:31:13.968000,322.11,246.84,
-248.0,295.0,0.0,587.95,416.0,136.32,322.0,2015-04-02 12:31:15.024000,322.11,246.84,
-248.0,296.0,0.0,588.16,417.0,137.21,322.74,2015-04-02 12:31:16.029000,322.89,246.95,
-248.0,296.0,0.0,587.95,416.0,137.21,322.74,2015-04-02 12:31:17.034000,322.89,247.0,
-248.0,297.0,0.0,587.95,416.0,136.32,323.32,2015-04-02 12:31:18.040000,322.89,247.0,
-248.0,297.0,0.0,587.79,416.0,136.32,323.32,2015-04-02 12:31:19.045000,322.89,246.95,
-248.0,297.0,0.0,587.79,416.0,137.53,323.32,2015-04-02 12:31:20.050000,322.89,246.63,
-249.0,297.0,0.0,586.47,415.0,134.32,323.32,2015-04-02 12:31:21.117000,321.89,246.58,
-249.0,297.0,0.0,586.47,415.0,135.11,323.32,2015-04-02 12:31:22.122000,321.89,246.58,
-249.0,295.0,0.0,586.47,415.0,135.84,321.95,2015-04-02 12:31:23.128000,321.89,246.53,
-249.0,297.0,0.0,586.47,415.0,135.84,324.0,2015-04-02 12:31:24.133000,320.63,246.26,
-249.0,298.0,0.0,586.47,415.0,135.84,324.37,2015-04-02 12:31:25.137000,320.63,246.26,
-248.0,297.0,0.0,585.21,414.0,135.84,324.0,2015-04-02 12:31:26.143000,320.63,246.84,
-248.0,297.0,0.0,585.21,414.0,135.84,323.26,2015-04-02 12:31:27.188000,320.63,246.84,
-248.0,297.0,0.0,585.21,414.0,135.63,323.26,2015-04-02 12:31:28.194000,320.63,246.84,
-248.0,296.0,0.0,585.21,414.0,135.63,322.26,2015-04-02 12:31:29.200000,322.0,246.89,
-248.0,294.0,0.0,585.21,414.0,135.63,320.89,2015-04-02 12:31:30.205000,322.0,246.89,
-248.0,296.0,0.0,585.74,414.0,137.05,322.26,2015-04-02 12:31:31.210000,322.63,246.89,
-248.0,296.0,0.0,585.74,414.0,137.05,322.26,2015-04-02 12:31:32.216000,322.63,246.84,
-248.0,296.0,0.0,585.74,414.0,137.26,323.11,2015-04-02 12:31:33.310000,322.63,246.84,
-248.0,296.0,0.0,585.74,414.0,137.26,323.11,2015-04-02 12:31:34.318000,322.0,246.84,
-248.0,296.0,0.0,585.74,414.0,137.26,323.11,2015-04-02 12:31:35.324000,322.0,246.84,
-248.0,296.0,0.0,588.68,417.0,137.26,323.11,2015-04-02 12:31:36.329000,322.0,246.79,
-248.0,297.0,0.0,588.68,417.0,137.26,323.21,2015-04-02 12:31:37.333000,322.0,246.84,
-248.0,296.0,0.0,588.68,417.0,135.63,322.74,2015-04-02 12:31:38.338000,322.0,246.84,
-248.0,296.0,0.0,588.68,417.0,135.63,322.74,2015-04-02 12:31:39.432000,318.95,246.68,
-248.0,295.0,0.0,588.05,416.0,135.63,321.68,2015-04-02 12:31:40.439000,318.95,246.68,
-248.0,295.0,0.0,585.68,414.0,136.37,321.68,2015-04-02 12:31:41.445000,318.95,246.84,
-248.0,295.0,0.0,585.68,414.0,136.37,321.68,2015-04-02 12:31:42.450000,318.95,246.68,
-248.0,296.0,0.0,585.58,414.0,136.37,322.95,2015-04-02 12:31:43.455000,319.79,246.68,
-248.0,296.0,0.0,585.58,414.0,136.37,322.95,2015-04-02 12:31:44.461000,323.0,246.74,
-248.0,296.0,0.0,585.58,414.0,136.0,322.95,2015-04-02 12:31:45.558000,321.53,246.74,
-248.0,296.0,0.0,586.26,415.0,136.0,322.95,2015-04-02 12:31:46.565000,321.53,246.74,
-248.0,296.0,0.0,586.26,415.0,136.0,322.95,2015-04-02 12:31:47.570000,321.74,246.74,
-248.0,296.0,0.0,586.26,415.0,136.47,323.05,2015-04-02 12:31:48.576000,321.74,246.79,
-248.0,296.0,0.0,584.37,413.0,136.05,323.05,2015-04-02 12:31:49.581000,321.74,246.79,
-248.0,296.0,0.0,584.37,413.0,136.47,323.05,2015-04-02 12:31:50.586000,321.74,246.74,
-248.0,295.0,0.0,584.37,413.0,136.47,321.74,2015-04-02 12:31:51.650000,320.47,246.74,
-248.0,295.0,0.0,586.42,415.0,136.47,321.74,2015-04-02 12:31:52.657000,320.47,246.95,
-248.0,294.0,0.0,586.42,415.0,136.05,320.95,2015-04-02 12:31:53.662000,320.37,246.95,
-248.0,295.0,0.0,586.42,415.0,136.47,321.74,2015-04-02 12:31:54.666000,320.37,246.95,
-248.0,295.0,0.0,585.95,414.0,135.95,321.63,2015-04-02 12:31:55.671000,319.63,247.37,
-248.0,296.0,0.0,585.95,414.0,134.68,322.37,2015-04-02 12:31:56.677000,318.42,247.58,
-248.0,296.0,0.0,585.95,414.0,134.68,322.89,2015-04-02 12:31:57.746000,318.42,247.37,
-248.0,299.0,0.0,587.11,415.0,135.42,325.32,2015-04-02 12:31:58.753000,318.42,247.26,
-248.0,297.0,0.0,587.84,416.0,135.11,324.0,2015-04-02 12:31:59.758000,321.89,247.37,
-248.0,297.0,0.0,587.84,416.0,135.42,324.0,2015-04-02 12:32:00.764000,321.89,247.26,
-248.0,297.0,0.0,587.47,416.0,137.58,324.0,2015-04-02 12:32:01.769000,322.0,247.16,
-248.0,297.0,0.0,587.47,416.0,137.58,323.42,2015-04-02 12:32:02.774000,322.0,247.0,
-248.0,296.0,0.0,587.47,416.0,137.58,322.58,2015-04-02 12:32:03.853000,322.0,247.0,
-248.0,296.0,0.0,587.47,416.0,137.58,322.58,2015-04-02 12:32:04.872000,322.0,246.63,
-248.0,296.0,0.0,587.47,416.0,135.63,322.58,2015-04-02 12:32:05.877000,322.0,246.63,
-248.0,296.0,0.0,588.26,417.0,135.63,322.58,2015-04-02 12:32:06.882000,322.26,247.0,
-248.0,296.0,0.0,588.26,417.0,135.63,322.58,2015-04-02 12:32:07.888000,322.26,247.63,
-248.0,298.0,0.0,588.26,417.0,141.11,324.58,2015-04-02 12:32:08.893000,327.0,247.42,
-248.0,296.0,0.0,584.95,413.0,141.11,323.0,2015-04-02 12:32:10.039000,327.0,247.42,
-247.0,295.0,0.0,585.11,414.0,141.11,322.11,2015-04-02 12:32:11.056000,327.0,248.32,
-248.0,296.0,0.0,585.11,414.0,138.47,323.0,2015-04-02 12:32:12.062000,322.0,247.42,
-248.0,296.0,0.0,585.11,414.0,138.47,323.0,2015-04-02 12:32:13.066000,322.0,247.42,
-248.0,296.0,0.0,585.11,414.0,137.21,323.0,2015-04-02 12:32:14.072000,320.63,247.16,
-247.0,297.0,0.0,585.11,414.0,137.21,323.79,2015-04-02 12:32:15.076000,320.63,247.68,
-248.0,297.0,0.0,586.26,415.0,136.84,323.79,2015-04-02 12:32:16.131000,320.63,247.16,
-248.0,296.0,0.0,586.26,415.0,136.84,322.21,2015-04-02 12:32:17.137000,320.63,247.16,
-248.0,296.0,0.0,586.26,415.0,136.84,322.21,2015-04-02 12:32:18.143000,320.63,247.11,
-248.0,296.0,0.0,586.26,415.0,137.42,322.21,2015-04-02 12:32:19.148000,321.42,247.11,
-248.0,296.0,0.0,586.26,415.0,137.42,322.21,2015-04-02 12:32:20.153000,321.42,247.11,
-248.0,296.0,0.0,585.21,414.0,137.42,322.79,2015-04-02 12:32:21.284000,321.42,247.11,
-248.0,296.0,0.0,585.21,414.0,137.42,322.79,2015-04-02 12:32:22.299000,321.42,247.21,
-248.0,296.0,0.0,585.21,414.0,137.74,322.79,2015-04-02 12:32:23.305000,321.42,247.21,
-248.0,296.0,0.0,586.63,415.0,135.84,322.74,2015-04-02 12:32:24.310000,315.89,246.95,
-248.0,296.0,0.0,586.63,415.0,135.84,322.74,2015-04-02 12:32:25.315000,315.89,246.84,
-248.0,296.0,0.0,586.63,415.0,136.0,322.53,2015-04-02 12:32:26.320000,318.89,246.84,
-249.0,295.0,0.0,585.79,414.0,136.0,322.16,2015-04-02 12:32:27.427000,318.11,246.42,
-248.0,294.0,0.0,585.79,414.0,136.0,320.53,2015-04-02 12:32:28.434000,318.11,246.84,
-248.0,294.0,0.0,585.79,414.0,137.26,320.53,2015-04-02 12:32:29.441000,318.89,247.11,
-247.0,294.0,0.0,585.79,414.0,137.26,320.53,2015-04-02 12:32:30.455000,322.32,247.68,
-247.0,295.0,0.0,585.79,414.0,137.26,322.16,2015-04-02 12:32:31.468000,322.32,247.68,
-247.0,296.0,0.0,585.63,414.0,137.42,323.0,2015-04-02 12:32:32.473000,322.32,247.68,
-248.0,296.0,0.0,585.63,414.0,137.42,323.0,2015-04-02 12:32:33.587000,320.0,246.74,
-248.0,296.0,0.0,585.63,414.0,137.42,323.0,2015-04-02 12:32:34.602000,320.0,246.74,
-249.0,296.0,0.0,585.63,414.0,137.47,323.0,2015-04-02 12:32:35.608000,320.0,246.58,
-249.0,296.0,0.0,585.42,414.0,137.47,323.0,2015-04-02 12:32:36.613000,321.79,246.32,
-249.0,297.0,0.0,585.42,414.0,137.47,323.84,2015-04-02 12:32:37.618000,321.79,246.58,
-249.0,297.0,0.0,585.42,414.0,138.11,323.84,2015-04-02 12:32:38.624000,321.79,246.58,
-249.0,297.0,0.0,585.42,414.0,137.58,323.84,2015-04-02 12:32:39.661000,321.79,246.58,
-248.0,296.0,0.0,584.63,413.0,136.42,323.16,2015-04-02 12:32:40.667000,321.79,246.68,
-248.0,296.0,0.0,584.63,413.0,136.26,323.16,2015-04-02 12:32:41.672000,321.89,246.68,
-249.0,296.0,0.0,585.05,413.0,137.58,322.79,2015-04-02 12:32:42.678000,321.89,246.58,
-248.0,296.0,0.0,585.05,413.0,137.58,322.79,2015-04-02 12:32:43.683000,322.05,246.63,
-248.0,296.0,0.0,585.05,413.0,137.63,322.79,2015-04-02 12:32:44.687000,322.05,246.63,
-248.0,297.0,0.0,585.05,413.0,137.63,323.42,2015-04-02 12:32:45.770000,322.05,246.63,
-248.0,297.0,0.0,585.05,413.0,137.63,323.37,2015-04-02 12:32:46.783000,321.89,246.74,
-248.0,297.0,0.0,585.95,414.0,138.0,323.37,2015-04-02 12:32:47.789000,321.89,246.74,
-248.0,297.0,0.0,585.95,414.0,138.0,323.37,2015-04-02 12:32:48.793000,321.0,246.74,
-248.0,295.0,0.0,585.95,414.0,136.95,321.47,2015-04-02 12:32:49.798000,321.0,246.74,
-249.0,295.0,0.0,585.95,414.0,136.84,321.47,2015-04-02 12:32:50.820000,321.0,246.26,
-249.0,295.0,0.0,585.95,414.0,137.42,321.47,2015-04-02 12:32:51.826000,321.0,246.26,
-250.0,297.0,0.0,586.89,415.0,136.89,323.47,2015-04-02 12:32:52.832000,321.0,245.58,
-248.0,297.0,0.0,586.89,415.0,136.89,323.47,2015-04-02 12:32:53.837000,321.89,246.84,
-249.0,297.0,0.0,587.89,416.0,136.89,323.47,2015-04-02 12:32:54.842000,320.11,245.63,
-248.0,297.0,0.0,587.89,416.0,136.89,324.16,2015-04-02 12:32:55.848000,320.11,246.84,
-248.0,297.0,0.0,587.89,416.0,135.53,323.68,2015-04-02 12:32:56.879000,318.16,246.84,
-248.0,296.0,0.0,588.0,416.0,135.53,322.68,2015-04-02 12:32:57.885000,318.16,246.84,
-248.0,296.0,0.0,588.0,416.0,135.53,322.68,2015-04-02 12:32:58.891000,318.16,247.11,
-248.0,296.0,0.0,586.05,414.0,138.58,322.42,2015-04-02 12:32:59.896000,322.0,247.11,
-248.0,296.0,0.0,586.05,414.0,138.58,322.42,2015-04-02 12:33:00.901000,322.0,246.84,
-248.0,296.0,0.0,586.05,414.0,138.58,322.42,2015-04-02 12:33:01.944000,322.0,246.68,
-248.0,296.0,0.0,586.05,414.0,138.58,322.42,2015-04-02 12:33:02.951000,321.58,246.68,
-248.0,296.0,0.0,586.58,415.0,141.47,322.21,2015-04-02 12:33:05.963000,323.26,246.84,
-248.0,296.0,0.0,586.58,415.0,141.47,322.21,2015-04-02 12:33:06.967000,328.58,246.84,
-248.0,296.0,0.0,586.58,415.0,141.47,322.21,2015-04-02 12:33:08.138000,328.58,246.63,
-248.0,296.0,0.0,586.84,415.0,140.84,322.21,2015-04-02 12:33:09.144000,328.58,246.63,
-248.0,296.0,0.0,586.84,415.0,137.0,322.21,2015-04-02 12:33:10.150000,321.0,246.84,
-248.0,296.0,0.0,586.58,415.0,136.84,322.42,2015-04-02 12:33:11.155000,321.0,247.16,
-248.0,296.0,0.0,586.58,415.0,136.68,322.42,2015-04-02 12:33:12.160000,319.26,246.79,
-248.0,296.0,0.0,586.58,415.0,136.68,322.42,2015-04-02 12:33:13.166000,319.26,246.79,
-248.0,296.0,0.0,586.58,415.0,136.68,322.42,2015-04-02 12:33:14.218000,320.16,246.79,
-249.0,297.0,0.0,586.58,415.0,136.68,323.21,2015-04-02 12:33:15.240000,320.16,246.53,
-249.0,297.0,0.0,585.84,414.0,136.11,323.21,2015-04-02 12:33:16.245000,320.16,246.53,
-249.0,297.0,0.0,585.84,414.0,136.11,323.21,2015-04-02 12:33:17.250000,320.16,246.53,
-249.0,297.0,0.0,585.84,414.0,137.16,323.21,2015-04-02 12:33:18.255000,320.16,246.58,
-249.0,297.0,0.0,585.84,414.0,137.37,323.21,2015-04-02 12:33:19.268000,318.89,246.58,
-248.0,296.0,0.0,585.84,414.0,137.37,322.26,2015-04-02 12:33:20.274000,318.89,246.68,
-248.0,297.0,0.0,586.74,415.0,137.37,323.63,2015-04-02 12:33:21.279000,318.89,246.68,
-248.0,297.0,0.0,587.05,415.0,137.37,323.63,2015-04-02 12:33:22.285000,321.37,246.68,
-248.0,297.0,0.0,587.05,415.0,136.53,324.11,2015-04-02 12:33:23.290000,321.37,246.68,
-248.0,297.0,0.0,586.74,415.0,136.53,324.11,2015-04-02 12:33:24.320000,322.32,246.68,
-249.0,297.0,0.0,586.74,415.0,136.53,324.11,2015-04-02 12:33:25.325000,322.32,246.53,
-249.0,297.0,0.0,587.42,416.0,139.42,323.89,2015-04-02 12:33:26.330000,322.32,246.53,
-249.0,297.0,0.0,586.21,415.0,139.42,323.89,2015-04-02 12:33:27.335000,322.32,246.53,
-249.0,297.0,0.0,587.42,416.0,139.42,323.89,2015-04-02 12:33:28.341000,322.32,246.26,
-249.0,295.0,0.0,587.42,416.0,137.47,321.26,2015-04-02 12:33:29.373000,320.26,246.11,
-249.0,295.0,0.0,588.21,417.0,137.47,321.26,2015-04-02 12:33:30.386000,320.26,246.53,
-249.0,295.0,0.0,586.68,415.0,137.47,321.68,2015-04-02 12:33:31.392000,320.26,246.53,
-249.0,295.0,0.0,586.68,415.0,137.47,321.68,2015-04-02 12:33:32.397000,320.58,246.53,
-249.0,295.0,0.0,583.21,412.0,137.47,321.68,2015-04-02 12:33:33.402000,320.58,246.53,
-248.0,296.0,0.0,583.21,412.0,135.79,322.47,2015-04-02 12:33:34.406000,320.58,246.63,
-248.0,296.0,0.0,583.21,412.0,135.79,322.47,2015-04-02 12:33:35.574000,320.58,246.74,
-248.0,296.0,0.0,586.53,415.0,135.0,322.68,2015-04-02 12:33:36.586000,320.58,246.79,
-248.0,296.0,0.0,586.53,415.0,135.79,322.68,2015-04-02 12:33:37.592000,321.68,246.95,
-248.0,296.0,0.0,586.53,415.0,136.26,322.68,2015-04-02 12:33:38.597000,321.68,246.95,
-248.0,297.0,0.0,586.16,415.0,137.95,323.37,2015-04-02 12:33:39.602000,321.68,246.74,
-248.0,297.0,0.0,586.16,415.0,137.95,323.37,2015-04-02 12:33:40.607000,321.68,246.84,
-248.0,297.0,0.0,586.16,415.0,138.89,323.37,2015-04-02 12:33:41.847000,323.63,246.68,
-248.0,297.0,0.0,586.16,415.0,138.89,323.37,2015-04-02 12:33:42.864000,322.21,246.68,
-249.0,297.0,0.0,586.16,415.0,138.89,323.37,2015-04-02 12:33:43.872000,322.21,246.53,
-249.0,297.0,0.0,585.63,414.0,137.0,323.37,2015-04-02 12:33:44.883000,322.21,246.53,
-249.0,297.0,0.0,585.63,414.0,137.0,323.37,2015-04-02 12:33:45.905000,319.0,246.53,
-248.0,297.0,0.0,585.63,414.0,137.0,323.37,2015-04-02 12:33:46.909000,319.0,246.63,
-248.0,297.0,0.0,585.63,414.0,136.53,323.68,2015-04-02 12:33:48.062000,319.0,246.63,
-248.0,297.0,0.0,585.63,414.0,136.53,323.68,2015-04-02 12:33:49.074000,319.0,246.63,
-248.0,297.0,0.0,585.0,413.0,136.53,323.21,2015-04-02 12:33:50.080000,319.0,246.63,
-248.0,297.0,0.0,585.0,413.0,136.53,323.21,2015-04-02 12:33:51.094000,319.74,246.68,
-248.0,297.0,0.0,585.0,413.0,136.53,323.68,2015-04-02 12:33:52.107000,319.74,246.68,
-248.0,297.0,0.0,585.0,413.0,136.32,323.74,2015-04-02 12:33:53.120000,319.74,246.63,
-248.0,296.0,0.0,585.0,413.0,136.32,322.79,2015-04-02 12:33:54.271000,320.42,246.68,
-248.0,296.0,0.0,586.84,415.0,135.05,322.79,2015-04-02 12:33:55.284000,320.42,246.68,
-249.0,296.0,0.0,587.84,416.0,135.05,322.79,2015-04-02 12:33:56.297000,320.42,246.58,
-249.0,295.0,0.0,587.63,416.0,135.05,322.05,2015-04-02 12:33:57.310000,320.42,246.58,
-248.0,295.0,0.0,587.63,416.0,135.05,322.05,2015-04-02 12:33:58.330000,320.42,246.74,
-249.0,295.0,0.0,587.63,416.0,134.0,322.05,2015-04-02 12:33:59.339000,320.0,246.47,
-249.0,297.0,0.0,585.11,414.0,135.16,323.74,2015-04-02 12:34:00.488000,320.0,246.47,
-248.0,298.0,0.0,585.11,414.0,135.16,324.53,2015-04-02 12:34:01.502000,321.05,246.74,
-248.0,298.0,0.0,585.11,414.0,135.16,324.53,2015-04-02 12:34:02.514000,321.05,246.74,
-248.0,298.0,0.0,585.26,414.0,137.11,324.53,2015-04-02 12:34:03.520000,321.63,246.74,
-248.0,297.0,0.0,585.26,414.0,137.11,323.32,2015-04-02 12:34:04.535000,321.63,247.05,
-248.0,297.0,0.0,585.26,414.0,137.11,323.32,2015-04-02 12:34:05.547000,321.63,247.05,
-248.0,296.0,0.0,585.26,414.0,137.11,322.74,2015-04-02 12:34:06.726000,323.11,247.11,
-248.0,296.0,0.0,585.26,414.0,137.11,322.74,2015-04-02 12:34:07.741000,323.11,247.11,
-248.0,296.0,0.0,586.16,415.0,136.89,322.42,2015-04-02 12:34:08.747000,323.11,247.58,
-248.0,295.0,0.0,586.16,415.0,136.89,322.05,2015-04-02 12:34:09.759000,323.11,246.84,
-248.0,295.0,0.0,586.16,415.0,136.89,322.05,2015-04-02 12:34:10.765000,323.11,246.84,
-249.0,296.0,0.0,586.16,415.0,136.89,322.42,2015-04-02 12:34:11.770000,320.79,246.42,
-248.0,297.0,0.0,587.42,416.0,136.89,324.21,2015-04-02 12:34:12.980000,320.79,246.84,
-248.0,297.0,0.0,588.79,417.0,139.05,324.21,2015-04-02 12:34:13.994000,320.79,246.84,
-248.0,297.0,0.0,588.79,417.0,139.05,324.21,2015-04-02 12:34:15,326.0,246.79,
-248.0,297.0,0.0,588.79,417.0,139.05,323.68,2015-04-02 12:34:16.006000,326.0,246.79,
-248.0,296.0,0.0,586.47,415.0,139.05,323.16,2015-04-02 12:34:17.011000,326.0,246.79,
-248.0,296.0,0.0,586.47,415.0,139.05,323.0,2015-04-02 12:34:18.017000,325.0,246.63,
-248.0,296.0,0.0,586.47,415.0,138.58,322.42,2015-04-02 12:34:19.227000,325.0,246.63,
-248.0,296.0,0.0,586.47,415.0,138.58,323.16,2015-04-02 12:34:20.243000,324.16,246.63,
-248.0,295.0,0.0,586.47,415.0,138.58,321.68,2015-04-02 12:34:21.258000,324.16,246.63,
-248.0,293.0,0.0,586.42,415.0,137.84,319.58,2015-04-02 12:34:22.264000,324.16,246.63,
-248.0,293.0,0.0,586.42,415.0,137.84,319.58,2015-04-02 12:34:23.278000,324.16,246.68,
-248.0,293.0,0.0,586.42,415.0,137.74,319.58,2015-04-02 12:34:24.299000,324.16,246.68,
-248.0,293.0,0.0,586.42,415.0,137.74,319.58,2015-04-02 12:34:25.472000,321.26,246.68,
-248.0,295.0,0.0,586.42,415.0,137.74,321.68,2015-04-02 12:34:26.487000,320.0,246.68,
-248.0,295.0,0.0,585.84,414.0,135.68,321.68,2015-04-02 12:34:27.492000,319.26,246.68,
-248.0,295.0,0.0,585.84,414.0,135.68,321.68,2015-04-02 12:34:28.497000,319.26,246.68,
-248.0,298.0,0.0,585.84,414.0,135.68,324.26,2015-04-02 12:34:29.502000,319.26,246.68,
-248.0,297.0,0.0,585.84,414.0,136.05,324.05,2015-04-02 12:34:30.508000,322.95,246.68,
-248.0,297.0,0.0,585.84,414.0,136.05,324.05,2015-04-02 12:34:31.714000,322.95,246.89,
-248.0,297.0,0.0,587.32,416.0,138.47,324.05,2015-04-02 12:34:32.731000,322.95,246.89,
-248.0,297.0,0.0,587.32,416.0,138.47,324.05,2015-04-02 12:34:33.751000,322.95,246.89,
