Ca_mV,N_mV,temp,K,K_mV,EC,N,time,pH,Ca,
-252.0,294.0,0.0,584.63,413.0,134.42,320.58,2015-04-02 13:02:20.834000,318.63,243.42,
-252.0,294.0,0.0,584.63,413.0,134.42,320.58,2015-04-02 13:02:21.838000,318.53,243.42,
-252.0,294.0,0.0,584.63,413.0,136.05,320.58,2015-04-02 13:02:22.935000,318.84,243.42,
-252.0,295.0,0.0,584.63,413.0,136.58,322.11,2015-04-02 13:02:23.941000,318.84,243.47,
-251.0,295.0,0.0,584.63,413.0,138.0,322.11,2015-04-02 13:02:24.946000,321.0,243.74,
-251.0,296.0,0.0,583.95,412.0,138.0,322.42,2015-04-02 13:02:25.969000,321.53,243.74,
-251.0,295.0,0.0,584.32,413.0,138.0,322.11,2015-04-02 13:02:26.974000,321.53,243.89,
-251.0,295.0,0.0,584.32,413.0,137.89,322.11,2015-04-02 13:02:27.980000,321.16,244.32,
-251.0,295.0,0.0,584.32,413.0,137.89,322.05,2015-04-02 13:02:28.983000,322.47,243.89,
-251.0,295.0,0.0,584.32,413.0,137.68,322.05,2015-04-02 13:02:29.988000,321.16,244.53,
-250.0,294.0,0.0,584.32,413.0,135.79,320.47,2015-04-02 13:02:30.994000,318.32,244.63,
-250.0,294.0,0.0,583.89,412.0,135.79,320.47,2015-04-02 13:02:31.999000,317.58,244.63,
-251.0,294.0,0.0,583.89,412.0,135.79,320.47,2015-04-02 13:02:33.364000,317.26,244.53,
-251.0,295.0,0.0,583.89,412.0,135.79,321.74,2015-04-02 13:02:34.370000,317.26,244.53,
-250.0,295.0,0.0,583.89,412.0,135.79,321.74,2015-04-02 13:02:35.375000,318.32,245.42,
-249.0,295.0,0.0,584.11,413.0,136.74,321.74,2015-04-02 13:02:36.397000,318.74,245.74,
-250.0,295.0,0.0,584.11,413.0,141.0,321.79,2015-04-02 13:02:38.409000,325.47,244.68,
-250.0,295.0,0.0,584.11,413.0,141.0,321.79,2015-04-02 13:02:40.430000,325.47,244.68,
-251.0,295.0,0.0,584.11,413.0,141.0,321.47,2015-04-02 13:02:41.435000,325.0,243.89,
-251.0,295.0,0.0,585.42,414.0,140.79,321.26,2015-04-02 13:02:42.440000,323.68,243.84,
-252.0,294.0,0.0,583.53,412.0,139.0,321.0,2015-04-02 13:02:43.445000,323.68,243.26,
-252.0,293.0,0.0,583.53,412.0,138.26,320.05,2015-04-02 13:02:44.450000,321.89,243.26,
-252.0,293.0,0.0,583.53,412.0,138.26,320.05,2015-04-02 13:02:45.455000,321.89,243.26,
-251.0,294.0,0.0,583.68,412.0,138.26,320.74,2015-04-02 13:02:46.611000,321.89,243.63,
-251.0,294.0,0.0,583.53,412.0,139.11,320.74,2015-04-02 13:02:47.618000,322.21,243.84,
-251.0,295.0,0.0,583.68,412.0,144.0,321.37,2015-04-02 13:02:48.624000,323.26,243.84,
-251.0,295.0,0.0,583.68,412.0,144.0,321.37,2015-04-02 13:02:49.882000,324.58,243.84,
-251.0,294.0,0.0,584.21,413.0,144.0,320.74,2015-04-02 13:02:50.886000,324.58,243.84,
-251.0,295.0,0.0,584.21,413.0,141.0,321.37,2015-04-02 13:02:51.891000,324.58,243.84,
-251.0,295.0,0.0,584.21,413.0,139.84,321.37,2015-04-02 13:02:52.895000,324.16,243.58,
-251.0,294.0,0.0,584.21,413.0,138.21,320.74,2015-04-02 13:02:53.900000,324.16,243.84,
-251.0,294.0,0.0,582.53,411.0,138.21,320.74,2015-04-02 13:02:54.905000,323.42,243.84,
-252.0,294.0,0.0,582.53,411.0,136.84,320.79,2015-04-02 13:02:55.910000,321.42,243.42,
-252.0,294.0,0.0,582.53,411.0,136.74,320.21,2015-04-02 13:02:56.914000,320.74,243.37,
-252.0,294.0,0.0,582.53,411.0,136.74,320.21,2015-04-02 13:02:57.919000,320.74,243.16,
-252.0,294.0,0.0,582.53,411.0,136.74,320.21,2015-04-02 13:02:58.925000,318.0,243.16,
-252.0,294.0,0.0,583.16,412.0,136.74,320.21,2015-04-02 13:03:00.082000,318.0,243.16,
-252.0,294.0,0.0,583.05,412.0,135.26,320.21,2015-04-02 13:03:01.088000,318.0,243.26,
-251.0,294.0,0.0,583.05,412.0,135.11,320.32,2015-04-02 13:03:02.094000,317.0,243.68,
-251.0,294.0,0.0,583.05,412.0,138.11,320.32,2015-04-02 13:03:03.131000,317.0,243.79,
-251.0,295.0,0.0,583.05,412.0,138.11,321.16,2015-04-02 13:03:04.137000,318.21,243.79,
-251.0,295.0,0.0,583.05,412.0,138.11,321.16,2015-04-02 13:03:05.142000,318.21,243.89,
-251.0,294.0,0.0,583.47,412.0,138.11,320.63,2015-04-02 13:03:06.296000,319.0,243.89,
-251.0,295.0,0.0,584.26,413.0,138.11,321.16,2015-04-02 13:03:07.321000,319.0,243.84,
-251.0,294.0,0.0,585.63,414.0,135.47,320.63,2015-04-02 13:03:08.326000,319.0,243.84,
-251.0,294.0,0.0,584.95,413.0,135.47,320.63,2015-04-02 13:03:09.332000,319.95,244.05,
-251.0,295.0,0.0,584.95,413.0,135.47,322.0,2015-04-02 13:03:10.341000,319.95,243.89,
-251.0,295.0,0.0,584.95,413.0,135.63,322.05,2015-04-02 13:03:11.347000,319.53,244.05,
-251.0,295.0,0.0,584.95,413.0,135.63,322.0,2015-04-02 13:03:12.351000,319.53,244.05,
-251.0,295.0,0.0,583.21,412.0,135.63,322.0,2015-04-02 13:03:13.565000,319.53,244.05,
-251.0,294.0,0.0,583.21,412.0,135.63,320.89,2015-04-02 13:03:14.577000,317.16,243.89,
-252.0,294.0,0.0,583.21,412.0,135.63,320.89,2015-04-02 13:03:15.582000,317.16,243.42,
-252.0,294.0,0.0,585.32,414.0,135.16,320.89,2015-04-02 13:03:16.810000,317.16,243.42,
-252.0,295.0,0.0,585.32,414.0,136.74,321.74,2015-04-02 13:03:17.816000,318.74,243.42,
-251.0,295.0,0.0,585.32,414.0,137.42,322.16,2015-04-02 13:03:18.821000,318.74,243.79,
-251.0,295.0,0.0,584.95,413.0,137.42,322.16,2015-04-02 13:03:19.848000,319.16,243.79,
-251.0,296.0,0.0,584.95,413.0,137.42,322.95,2015-04-02 13:03:20.860000,319.16,244.0,
-251.0,295.0,0.0,582.95,411.0,137.42,321.74,2015-04-02 13:03:21.876000,319.16,243.89,
-251.0,295.0,0.0,582.95,411.0,137.42,322.05,2015-04-02 13:03:22.880000,319.16,243.89,
-252.0,295.0,0.0,582.68,411.0,135.47,322.05,2015-04-02 13:03:24.238000,319.16,243.37,
-252.0,295.0,0.0,582.68,411.0,135.47,322.05,2015-04-02 13:03:25.244000,320.26,243.37,
-252.0,295.0,0.0,582.68,411.0,135.47,322.05,2015-04-02 13:03:26.248000,320.26,243.37,
-252.0,295.0,0.0,582.74,411.0,135.37,322.05,2015-04-02 13:03:27.318000,320.53,243.37,
-252.0,296.0,0.0,585.53,414.0,135.95,322.58,2015-04-02 13:03:28.321000,320.53,243.26,
-252.0,295.0,0.0,585.53,414.0,138.32,321.42,2015-04-02 13:03:29.325000,320.53,243.26,
-252.0,296.0,0.0,585.53,414.0,138.32,322.58,2015-04-02 13:03:30.460000,320.21,243.47,
-252.0,295.0,0.0,583.68,412.0,137.79,321.42,2015-04-02 13:03:31.467000,320.21,243.47,
-252.0,296.0,0.0,583.68,412.0,137.79,322.47,2015-04-02 13:03:32.471000,318.63,243.47,
-252.0,296.0,0.0,581.58,410.0,137.79,322.26,2015-04-02 13:03:33.476000,318.63,243.47,
-252.0,296.0,0.0,581.58,410.0,137.79,322.26,2015-04-02 13:03:34.480000,318.89,243.47,
-251.0,294.0,0.0,581.58,410.0,137.79,320.53,2015-04-02 13:03:35.485000,318.89,244.26,
-251.0,293.0,0.0,584.26,413.0,138.53,319.21,2015-04-02 13:03:36.490000,318.89,243.63,
-252.0,293.0,0.0,584.26,413.0,138.53,319.21,2015-04-02 13:03:37.495000,319.74,243.47,
-252.0,293.0,0.0,584.47,413.0,138.53,319.21,2015-04-02 13:03:38.501000,319.74,243.47,
-251.0,292.0,0.0,585.11,414.0,138.74,318.58,2015-04-02 13:03:39.512000,321.0,243.63,
-251.0,292.0,0.0,585.11,414.0,138.74,318.58,2015-04-02 13:03:40.525000,321.0,243.63,
-251.0,293.0,0.0,585.79,414.0,135.05,320.05,2015-04-02 13:03:41.539000,321.0,243.74,
-251.0,292.0,0.0,585.79,414.0,136.16,318.58,2015-04-02 13:03:42.544000,321.0,243.74,
-251.0,292.0,0.0,585.79,414.0,136.16,318.58,2015-04-02 13:03:43.759000,321.0,243.74,
-252.0,293.0,0.0,584.68,413.0,136.0,320.05,2015-04-02 13:03:44.769000,318.11,243.11,
-252.0,293.0,0.0,584.68,413.0,136.0,320.05,2015-04-02 13:03:45.775000,318.11,243.11,
-252.0,294.0,0.0,583.47,412.0,136.0,320.42,2015-04-02 13:03:47.026000,318.11,242.84,
-252.0,295.0,0.0,583.37,412.0,135.05,322.11,2015-04-02 13:03:48.041000,318.0,243.0,
-252.0,294.0,0.0,582.68,411.0,135.05,320.42,2015-04-02 13:03:49.054000,318.0,243.0,
-252.0,293.0,0.0,582.68,411.0,136.63,319.89,2015-04-02 13:03:50.058000,319.0,243.0,
-252.0,293.0,0.0,582.68,411.0,135.79,319.89,2015-04-02 13:03:51.108000,319.0,243.0,
-251.0,293.0,0.0,582.63,411.0,135.79,319.89,2015-04-02 13:03:52.151000,319.0,243.74,
-251.0,293.0,0.0,582.63,411.0,135.79,319.89,2015-04-02 13:03:53.156000,319.0,243.74,
-251.0,294.0,0.0,585.74,414.0,135.79,320.37,2015-04-02 13:03:54.335000,319.0,243.74,
-252.0,294.0,0.0,586.0,414.0,135.79,320.37,2015-04-02 13:03:55.362000,319.11,243.37,
-252.0,294.0,0.0,585.37,414.0,136.11,320.53,2015-04-02 13:03:56.368000,319.11,243.37,
-252.0,294.0,0.0,585.37,414.0,137.26,320.47,2015-04-02 13:03:57.527000,320.0,243.37,
-252.0,294.0,0.0,585.37,414.0,137.26,320.47,2015-04-02 13:03:58.540000,320.0,242.95,
-252.0,294.0,0.0,583.26,412.0,139.32,320.47,2015-04-02 13:03:59.545000,322.0,243.37,
-252.0,294.0,0.0,583.26,412.0,139.63,320.47,2015-04-02 13:04:00.569000,324.79,243.47,
-252.0,294.0,0.0,583.26,412.0,137.79,320.47,2015-04-02 13:04:01.578000,323.21,243.47,
-252.0,292.0,0.0,583.26,412.0,137.79,318.58,2015-04-02 13:04:02.583000,323.21,243.0,
-251.0,292.0,0.0,583.26,412.0,137.79,318.58,2015-04-02 13:04:03.666000,323.21,243.84,
-251.0,293.0,0.0,583.47,412.0,137.79,319.63,2015-04-02 13:04:04.671000,323.21,243.58,
-251.0,293.0,0.0,583.47,412.0,137.79,319.63,2015-04-02 13:04:05.677000,323.21,243.58,
-251.0,293.0,0.0,583.47,412.0,140.11,319.63,2015-04-02 13:04:06.706000,327.84,243.58,
-251.0,294.0,0.0,583.47,412.0,140.11,320.42,2015-04-02 13:04:07.711000,327.84,243.58,
-251.0,294.0,0.0,583.47,412.0,140.11,320.42,2015-04-02 13:04:08.716000,327.84,243.58,
-251.0,295.0,0.0,584.05,413.0,137.89,321.21,2015-04-02 13:04:09.721000,324.37,243.58,
-251.0,295.0,0.0,584.05,413.0,137.68,321.21,2015-04-02 13:04:10.730000,320.0,243.68,
-251.0,295.0,0.0,584.05,413.0,137.68,321.21,2015-04-02 13:04:11.735000,320.0,243.95,
-251.0,294.0,0.0,584.05,413.0,137.68,320.32,2015-04-02 13:04:12.740000,320.0,243.68,
-251.0,294.0,0.0,584.05,413.0,137.68,320.32,2015-04-02 13:04:14.037000,320.0,243.68,
-251.0,294.0,0.0,583.53,412.0,137.16,320.32,2015-04-02 13:04:15.047000,320.0,243.58,
-252.0,294.0,0.0,583.53,412.0,137.16,320.32,2015-04-02 13:04:16.053000,320.32,243.32,
-252.0,293.0,0.0,583.53,412.0,137.16,320.0,2015-04-02 13:04:17.092000,320.32,243.32,
-252.0,294.0,0.0,583.53,412.0,137.16,320.95,2015-04-02 13:04:18.098000,319.74,243.32,
-252.0,295.0,0.0,583.53,412.0,137.16,321.47,2015-04-02 13:04:19.103000,319.74,243.32,
-252.0,293.0,0.0,584.74,413.0,137.47,320.0,2015-04-02 13:04:20.172000,319.32,243.32,
-252.0,293.0,0.0,584.74,413.0,137.47,320.0,2015-04-02 13:04:21.178000,319.32,243.42,
-252.0,293.0,0.0,583.47,412.0,138.95,320.05,2015-04-02 13:04:22.182000,319.32,243.42,
-252.0,293.0,0.0,583.47,412.0,138.95,320.05,2015-04-02 13:04:23.242000,319.32,243.32,
-252.0,293.0,0.0,583.47,412.0,138.95,319.79,2015-04-02 13:04:24.251000,319.32,243.32,
-252.0,293.0,0.0,583.47,412.0,138.89,319.79,2015-04-02 13:04:25.256000,319.53,243.32,
-252.0,293.0,0.0,583.47,412.0,136.89,319.79,2015-04-02 13:04:26.344000,318.05,243.26,
-252.0,293.0,0.0,582.68,411.0,136.21,319.79,2015-04-02 13:04:27.358000,318.05,243.26,
-252.0,293.0,0.0,582.68,411.0,136.21,319.79,2015-04-02 13:04:28.363000,317.79,243.26,
-251.0,295.0,0.0,582.84,411.0,135.47,321.47,2015-04-02 13:04:29.369000,317.0,244.11,
-251.0,295.0,0.0,582.84,411.0,135.47,321.47,2015-04-02 13:04:30.545000,317.0,244.42,
-251.0,295.0,0.0,582.84,411.0,135.47,321.47,2015-04-02 13:04:31.553000,319.58,244.42,
-251.0,293.0,0.0,582.84,411.0,135.47,319.37,2015-04-02 13:04:32.558000,320.53,244.42,
-251.0,293.0,0.0,582.84,411.0,137.53,319.37,2015-04-02 13:04:33.611000,320.68,243.84,
-252.0,293.0,0.0,583.68,412.0,137.53,319.37,2015-04-02 13:04:34.617000,320.68,243.11,
-252.0,293.0,0.0,583.68,412.0,139.16,319.37,2015-04-02 13:04:35.622000,320.53,243.11,
-252.0,294.0,0.0,583.68,412.0,137.79,320.37,2015-04-02 13:04:36.672000,320.53,243.16,
-252.0,294.0,0.0,584.68,413.0,137.79,320.53,2015-04-02 13:04:37.677000,320.0,243.16,
-252.0,294.0,0.0,584.68,413.0,136.58,320.53,2015-04-02 13:04:38.682000,318.63,243.16,
-252.0,294.0,0.0,584.95,413.0,137.79,320.37,2015-04-02 13:04:39.720000,318.63,243.16,
-251.0,294.0,0.0,584.95,413.0,137.79,320.37,2015-04-02 13:04:40.726000,318.63,243.79,
-251.0,294.0,0.0,584.95,413.0,135.47,320.37,2015-04-02 13:04:41.731000,317.58,243.79,
-252.0,294.0,0.0,579.26,408.0,135.47,320.37,2015-04-02 13:04:42.776000,316.0,243.37,
-252.0,294.0,0.0,583.05,412.0,136.68,320.37,2015-04-02 13:04:43.800000,315.0,243.37,
-252.0,294.0,0.0,583.05,412.0,136.68,320.37,2015-04-02 13:04:44.805000,315.0,243.47,
-252.0,294.0,0.0,583.05,412.0,136.68,320.37,2015-04-02 13:04:45.887000,315.0,243.47,
-252.0,294.0,0.0,583.05,412.0,136.68,320.74,2015-04-02 13:04:46.893000,318.95,243.47,
-252.0,292.0,0.0,583.05,412.0,136.68,319.0,2015-04-02 13:04:47.898000,318.95,243.47,
-252.0,292.0,0.0,584.68,413.0,138.95,319.0,2015-04-02 13:04:48.939000,320.0,243.47,
-252.0,292.0,0.0,584.68,413.0,139.47,319.05,2015-04-02 13:04:49.948000,320.0,243.53,
-252.0,293.0,0.0,583.63,412.0,136.74,319.32,2015-04-02 13:04:50.954000,320.0,243.53,
-252.0,293.0,0.0,583.63,412.0,136.74,319.32,2015-04-02 13:04:51.976000,320.0,243.53,
-252.0,293.0,0.0,585.84,414.0,136.74,319.32,2015-04-02 13:04:52.989000,320.0,243.53,
-252.0,293.0,0.0,585.05,413.0,136.74,319.47,2015-04-02 13:04:53.993000,318.63,243.53,
-251.0,293.0,0.0,585.05,413.0,136.74,319.32,2015-04-02 13:04:55.212000,318.63,243.79,
-251.0,293.0,0.0,585.05,413.0,137.79,319.58,2015-04-02 13:04:56.220000,318.63,243.84,
-252.0,293.0,0.0,585.05,413.0,137.79,319.58,2015-04-02 13:04:57.225000,318.63,243.53,
-252.0,294.0,0.0,585.05,413.0,137.79,320.21,2015-04-02 13:04:58.267000,318.63,243.53,
-251.0,294.0,0.0,585.11,414.0,137.79,320.21,2015-04-02 13:04:59.272000,319.95,243.95,
-251.0,294.0,0.0,585.11,414.0,137.79,320.21,2015-04-02 13:05:00.278000,319.95,243.95,
-251.0,294.0,0.0,585.11,414.0,136.58,320.53,2015-04-02 13:05:01.465000,319.95,244.11,
-251.0,294.0,0.0,585.11,414.0,136.58,320.53,2015-04-02 13:05:02.470000,319.95,244.11,
-251.0,295.0,0.0,583.58,412.0,135.26,321.84,2015-04-02 13:05:03.476000,319.95,244.11,
-251.0,295.0,0.0,583.58,412.0,135.26,321.84,2015-04-02 13:05:04.540000,317.42,244.21,
-251.0,295.0,0.0,583.58,412.0,135.26,321.84,2015-04-02 13:05:05.547000,317.42,244.11,
-251.0,294.0,0.0,587.21,416.0,136.32,320.95,2015-04-02 13:05:06.553000,317.42,243.63,
-251.0,294.0,0.0,587.21,416.0,136.32,320.95,2015-04-02 13:05:07.558000,319.0,243.58,
-251.0,294.0,0.0,587.21,416.0,136.32,320.95,2015-04-02 13:05:08.563000,319.0,243.58,
-252.0,294.0,0.0,584.37,413.0,136.32,320.95,2015-04-02 13:05:09.568000,319.0,243.16,
-251.0,294.0,0.0,584.37,413.0,136.32,320.95,2015-04-02 13:05:10.638000,319.0,243.58,
-251.0,294.0,0.0,583.42,412.0,137.84,320.37,2015-04-02 13:05:11.643000,319.0,243.58,
-252.0,294.0,0.0,583.42,412.0,137.84,320.32,2015-04-02 13:05:12.647000,318.63,243.16,
-252.0,294.0,0.0,583.42,412.0,137.84,320.32,2015-04-02 13:05:13.663000,318.63,243.47,
-250.0,294.0,0.0,583.42,412.0,137.68,320.37,2015-04-02 13:05:14.667000,319.0,244.84,
-252.0,294.0,0.0,583.42,412.0,137.68,320.37,2015-04-02 13:05:15.672000,319.0,243.47,
-252.0,295.0,0.0,584.05,413.0,137.68,321.16,2015-04-02 13:05:16.920000,319.0,243.16,
-252.0,295.0,0.0,584.05,413.0,137.68,321.89,2015-04-02 13:05:17.935000,319.89,243.47,
-251.0,295.0,0.0,584.05,413.0,137.68,322.11,2015-04-02 13:05:18.947000,319.89,243.68,
-252.0,295.0,0.0,584.05,413.0,136.84,321.16,2015-04-02 13:05:19.981000,319.89,243.26,
-251.0,295.0,0.0,584.05,413.0,136.84,321.16,2015-04-02 13:05:21.006000,319.89,243.68,
-251.0,293.0,0.0,584.37,413.0,136.84,319.53,2015-04-02 13:05:22.021000,319.89,243.89,
-251.0,293.0,0.0,584.37,413.0,136.84,319.53,2015-04-02 13:05:23.026000,318.21,243.89,
-252.0,293.0,0.0,584.37,413.0,136.84,319.53,2015-04-02 13:05:24.229000,318.21,243.32,
-251.0,293.0,0.0,584.37,413.0,138.37,319.53,2015-04-02 13:05:25.383000,318.74,243.89,
-251.0,295.0,0.0,584.37,413.0,138.37,321.16,2015-04-02 13:05:26.387000,318.74,243.84,
-251.0,295.0,0.0,583.0,412.0,135.21,321.16,2015-04-02 13:05:27.513000,318.74,243.84,
-251.0,294.0,0.0,583.0,412.0,135.21,320.58,2015-04-02 13:05:28.519000,318.74,243.84,
-251.0,294.0,0.0,584.68,413.0,135.63,320.42,2015-04-02 13:05:29.524000,318.74,243.89,
-251.0,294.0,0.0,584.68,413.0,135.63,320.42,2015-04-02 13:05:30.723000,320.68,243.84,
-251.0,294.0,0.0,584.68,413.0,135.63,320.42,2015-04-02 13:05:31.732000,320.68,243.89,
-252.0,294.0,0.0,584.68,413.0,139.0,320.53,2015-04-02 13:05:32.747000,321.16,243.47,
-251.0,294.0,0.0,584.68,413.0,139.0,320.53,2015-04-02 13:05:33.851000,321.16,243.79,
-252.0,294.0,0.0,583.37,412.0,139.0,320.53,2015-04-02 13:05:34.856000,321.16,243.47,
-252.0,294.0,0.0,583.37,412.0,138.26,320.53,2015-04-02 13:05:35.861000,317.47,243.47,
-252.0,294.0,0.0,583.37,412.0,138.26,320.16,2015-04-02 13:05:36.891000,317.47,243.47,
-252.0,294.0,0.0,583.37,412.0,137.53,320.16,2015-04-02 13:05:37.896000,317.47,243.37,
-252.0,294.0,0.0,583.37,412.0,137.53,320.16,2015-04-02 13:05:38.902000,317.47,243.37,
-252.0,294.0,0.0,583.16,412.0,137.63,320.26,2015-04-02 13:05:39.939000,318.16,243.37,
-252.0,294.0,0.0,582.68,411.0,137.63,320.26,2015-04-02 13:05:40.944000,319.95,243.37,
-252.0,294.0,0.0,582.68,411.0,137.63,320.26,2015-04-02 13:05:41.948000,319.95,243.37,
-252.0,294.0,0.0,582.21,411.0,137.63,320.26,2015-04-02 13:05:43.212000,322.37,243.37,
-252.0,294.0,0.0,583.16,412.0,137.63,320.26,2015-04-02 13:05:44.254000,322.37,243.37,
-252.0,294.0,0.0,584.63,413.0,137.0,320.68,2015-04-02 13:05:45.258000,322.37,243.37,
-251.0,294.0,0.0,585.84,414.0,137.0,320.68,2015-04-02 13:05:46.284000,322.37,243.84,
-251.0,294.0,0.0,585.42,414.0,137.0,321.0,2015-04-02 13:05:47.290000,322.37,243.84,
-251.0,294.0,0.0,585.42,414.0,137.0,320.68,2015-04-02 13:05:48.295000,322.21,243.84,
-252.0,294.0,0.0,584.63,413.0,137.0,321.0,2015-04-02 13:05:49.326000,322.21,243.53,
-252.0,294.0,0.0,583.47,412.0,136.32,320.42,2015-04-02 13:05:50.330000,322.21,243.53,
-252.0,294.0,0.0,583.47,412.0,136.32,321.0,2015-04-02 13:05:51.334000,319.0,243.11,
-252.0,294.0,0.0,583.47,412.0,136.32,320.42,2015-04-02 13:05:52.587000,319.0,243.26,
-252.0,294.0,0.0,584.16,413.0,135.26,320.42,2015-04-02 13:05:53.593000,319.0,243.26,
-252.0,294.0,0.0,584.16,413.0,135.26,320.42,2015-04-02 13:05:54.598000,319.0,243.26,
-252.0,295.0,0.0,585.37,414.0,135.26,321.53,2015-04-02 13:05:55.657000,319.0,243.53,
-252.0,295.0,0.0,584.16,413.0,135.26,321.32,2015-04-02 13:05:56.663000,317.42,243.53,
-251.0,295.0,0.0,584.16,413.0,135.26,321.32,2015-04-02 13:05:57.668000,317.42,244.0,
-251.0,295.0,0.0,584.58,413.0,137.79,321.32,2015-04-02 13:05:58.714000,317.42,243.84,
-251.0,295.0,0.0,584.58,413.0,137.79,321.32,2015-04-02 13:05:59.720000,315.37,243.58,
-251.0,295.0,0.0,584.05,413.0,137.79,321.32,2015-04-02 13:06:00.726000,317.05,243.58,
-251.0,295.0,0.0,583.58,412.0,136.11,321.68,2015-04-02 13:06:01.794000,317.05,243.58,
-252.0,295.0,0.0,583.58,412.0,136.11,321.68,2015-04-02 13:06:02.800000,317.05,242.89,
-252.0,295.0,0.0,583.58,412.0,136.11,321.84,2015-04-02 13:06:03.805000,317.05,242.89,
-252.0,295.0,0.0,583.58,412.0,136.11,321.84,2015-04-02 13:06:04.857000,321.84,242.89,
-252.0,294.0,0.0,583.58,412.0,136.11,320.89,2015-04-02 13:06:05.863000,321.84,242.95,
-252.0,294.0,0.0,583.47,412.0,136.11,320.63,2015-04-02 13:06:06.868000,321.84,243.47,
-252.0,294.0,0.0,583.47,412.0,136.11,320.63,2015-04-02 13:06:07.917000,321.0,243.47,
-252.0,294.0,0.0,583.47,412.0,135.21,320.53,2015-04-02 13:06:08.924000,321.0,243.47,
-251.0,294.0,0.0,583.47,412.0,135.21,320.53,2015-04-02 13:06:09.928000,320.0,243.63,
-251.0,294.0,0.0,583.47,412.0,135.21,320.53,2015-04-02 13:06:10.978000,320.0,243.63,
-252.0,294.0,0.0,584.21,413.0,135.21,320.89,2015-04-02 13:06:12.011000,320.0,243.16,
-252.0,294.0,0.0,584.21,413.0,135.21,320.89,2015-04-02 13:06:13.017000,320.0,242.79,
-252.0,295.0,0.0,584.21,413.0,136.79,321.37,2015-04-02 13:06:14.061000,320.0,242.79,
-252.0,295.0,0.0,584.21,413.0,136.79,321.37,2015-04-02 13:06:15.067000,320.0,242.79,
-251.0,294.0,0.0,584.21,413.0,139.11,320.95,2015-04-02 13:06:16.073000,320.16,243.84,
140.95,-251.0,293.0,0.0,243.79,412.0,140.58,320.0,2015-04-02 13:06:17.153000,321.58,583.11,
-251.0,293.0,0.0,583.11,412.0,140.95,320.0,2015-04-02 13:06:19.161000,324.84,243.79,
-251.0,293.0,0.0,583.11,412.0,140.95,320.0,2015-04-02 13:06:21.228000,324.84,243.79,
-251.0,294.0,0.0,582.53,411.0,139.0,320.63,2015-04-02 13:06:22.233000,324.84,243.79,
-251.0,294.0,0.0,582.53,411.0,137.89,320.63,2015-04-02 13:06:23.289000,319.95,243.79,
-251.0,294.0,0.0,582.53,411.0,135.79,320.63,2015-04-02 13:06:24.299000,319.32,244.0,
-251.0,294.0,0.0,583.11,412.0,135.37,320.63,2015-04-02 13:06:25.304000,319.32,243.68,
-251.0,294.0,0.0,583.11,412.0,134.26,320.63,2015-04-02 13:06:26.460000,318.32,243.68,
-252.0,295.0,0.0,583.11,412.0,134.26,321.16,2015-04-02 13:06:27.465000,316.47,243.0,
-252.0,295.0,0.0,583.11,412.0,135.79,321.26,2015-04-02 13:06:28.470000,318.32,242.79,
-252.0,295.0,0.0,583.11,412.0,136.63,321.16,2015-04-02 13:06:29.530000,318.32,242.79,
-252.0,295.0,0.0,582.89,411.0,137.37,321.16,2015-04-02 13:06:30.537000,320.58,242.79,
-252.0,295.0,0.0,582.89,411.0,137.37,321.16,2015-04-02 13:06:31.543000,320.58,243.21,
-252.0,296.0,0.0,582.89,411.0,137.37,322.32,2015-04-02 13:06:32.573000,320.58,243.21,
-252.0,294.0,0.0,582.89,411.0,137.37,320.68,2015-04-02 13:06:33.579000,320.58,243.32,
-252.0,294.0,0.0,582.89,411.0,137.37,320.74,2015-04-02 13:06:34.585000,320.58,243.32,
-252.0,294.0,0.0,582.74,411.0,136.79,320.74,2015-04-02 13:06:35.632000,320.05,243.21,
-252.0,295.0,0.0,584.58,413.0,136.79,322.11,2015-04-02 13:06:36.637000,320.05,243.32,
-252.0,294.0,0.0,585.53,414.0,136.58,320.74,2015-04-02 13:06:37.643000,320.05,243.32,
-252.0,294.0,0.0,585.53,414.0,136.58,320.74,2015-04-02 13:06:38.667000,320.05,243.53,
-252.0,294.0,0.0,586.0,414.0,136.58,320.47,2015-04-02 13:06:39.671000,320.05,243.53,
-252.0,293.0,0.0,586.0,414.0,136.58,319.11,2015-04-02 13:06:40.675000,319.42,243.53,
-252.0,293.0,0.0,586.0,414.0,136.58,319.11,2015-04-02 13:06:41.704000,319.42,243.0,
-251.0,292.0,0.0,582.84,411.0,137.0,318.58,2015-04-02 13:06:42.708000,319.42,243.95,
-252.0,292.0,0.0,582.84,411.0,137.0,318.58,2015-04-02 13:06:43.712000,319.42,243.0,
-252.0,292.0,0.0,582.84,411.0,136.05,318.58,2015-04-02 13:06:44.735000,319.42,243.0,
-252.0,293.0,0.0,582.84,411.0,136.05,319.89,2015-04-02 13:06:45.741000,317.0,242.89,
-252.0,293.0,0.0,582.89,411.0,136.05,319.74,2015-04-02 13:06:46.746000,317.0,242.89,
-252.0,293.0,0.0,584.68,413.0,136.05,319.74,2015-04-02 13:06:47.841000,320.0,242.89,
-251.0,293.0,0.0,584.68,413.0,136.05,319.89,2015-04-02 13:06:48.846000,320.0,243.84,
-252.0,293.0,0.0,582.89,411.0,135.63,319.89,2015-04-02 13:06:49.853000,320.84,243.16,
-252.0,293.0,0.0,582.89,411.0,135.63,319.89,2015-04-02 13:06:50.880000,320.84,243.16,
